	Country.y	Country.x	Country Code	Region	Location	peace2008	peace2009	peace2010	peace2011	peace2012	peace2013	peace2014	peace2015	peace2016	peace2017	tier2002	tier2003	tier2004	tier2005	tier2006	tier2007	tier2008	tier2009	tier2010	tier2011	tier2012	tier2013	tier2014	tier2015	tier2016	tier2017	poverty1990	poverty1991	poverty1992	poverty1993	poverty1994	poverty1995	poverty1996	poverty1997	poverty1998	poverty1999	poverty2000	poverty2001	poverty2002	poverty2003	poverty2004	poverty2005	poverty2006	poverty2007	poverty2008	poverty2009	poverty2010	poverty2011	poverty2012	poverty2013	poverty2014	poverty2015	poverty2016	poverty2017	poverty2018	gender2006	gender2007	gender2008	gender2009	gender2010	gender2011	gender2012	gender2013	gender2014	gender2015	gender2016	gender2017	gdp_per_capita1960	gdp_per_capita1961	gdp_per_capita1962	gdp_per_capita1963	gdp_per_capita1964	gdp_per_capita1965	gdp_per_capita1966	gdp_per_capita1967	gdp_per_capita1968	gdp_per_capita1969	gdp_per_capita1970	gdp_per_capita1971	gdp_per_capita1972	gdp_per_capita1973	gdp_per_capita1974	gdp_per_capita1975	gdp_per_capita1976	gdp_per_capita1977	gdp_per_capita1978	gdp_per_capita1979	gdp_per_capita1980	gdp_per_capita1981	gdp_per_capita1982	gdp_per_capita1983	gdp_per_capita1984	gdp_per_capita1985	gdp_per_capita1986	gdp_per_capita1987	gdp_per_capita1988	gdp_per_capita1989	gdp_per_capita1990	gdp_per_capita1991	gdp_per_capita1992	gdp_per_capita1993	gdp_per_capita1994	gdp_per_capita1995	gdp_per_capita1996	gdp_per_capita1997	gdp_per_capita1998	gdp_per_capita1999	gdp_per_capita2000	gdp_per_capita2001	gdp_per_capita2002	gdp_per_capita2003	gdp_per_capita2004	gdp_per_capita2005	gdp_per_capita2006	gdp_per_capita2007	gdp_per_capita2008	gdp_per_capita2009	gdp_per_capita2010	gdp_per_capita2011	gdp_per_capita2012	gdp_per_capita2013	gdp_per_capita2014	gdp_per_capita2015	gdp_per_capita2016	gdp_per_capita2017	bribes2017	bribes2016	bribes2015	bribes2014	bribes2013	bribes2012	bribes2011	bribes2010	organized_crime2017	organized_crime2016	organized_crime2015	organized_crime2014	organized_crime2013	organized_crime2012	organized_crime2011	organized_crime2010	organized_crime2009	organized_crime2008	organized_crime2007
177	NA	AMERICAN SAMOA	ASM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8751.766529	8914.525433	8639.308855	8508.406915	8456.947997	8980.536414	9871.997194	12058.26382	10352.82276	10375.99422	11660.32953	11589.853	11598.75174	11865.96323	11834.74523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
178	NA	ANDORRA	AND	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3238.55685	3498.173652	4217.173581	5342.16856	6319.739034	7169.101006	7152.375134	7751.370216	9129.706185	11820.84939	12377.41165	10372.23283	9610.266308	8022.654781	7728.906695	7774.393829	10361.81598	12616.16757	14304.35696	15166.43785	18878.50597	19532.54015	20547.71179	16516.47103	16234.80901	18461.06486	19017.17459	18353.05972	18894.5215	19261.7105	21936.5301	22228.84649	24741.49357	32776.44227	38503.47961	41282.02012	43748.77216	48582.80846	47785.65909	43339.37987	39736.35406	41098.76694	38391.08087	40619.7113	42294.99473	36038.2676	36988.62203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
179	NA	ANGUILLA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
180	NA	BERMUDA	BMU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1902.402119	1961.538169	2020.385965	2020.265248	2199.727007	2282.216546	2630.850466	2982.749704	2830.188679	3053.703704	3387.272727	3866.300366	4343.173432	5009.29368	5853.932584	6509.433962	7261.278195	8370.786517	8876.865672	9613.3829	11218.21782	13425.97697	14166.17129	15902.02038	17469.82557	18269.53552	20450.66453	22411.79567	24253.17552	25517.92172	26841.51974	27700.30952	28669.68226	30900.69489	31476.06312	33989.72236	44826.78907	48478.88325	51371.74081	54245.45974	56284.16865	58883.95943	62583.1002	66111.72523	70359.31911	75882.03386	83912.6978	90849.58698	93605.74817	88463.31282	88207.32756	85973.15842	85458.45551	85748.06541	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
181	Brunei Darussalam	BRUNEI DARUSSALAM	BRN	Southeast Asia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	N/A	N/A	0.6392	0.6524	0.6748	0.6787	0.675	0.673	0.6719	0.684	0.669	0.671	NA	NA	NA	NA	NA	1113.402447	1237.079237	1235.892097	1363.453044	1303.739413	1381.972167	1455.308336	1906.192984	2915.266583	6921.436446	7226.430873	8459.324214	9914.123812	10711.86604	14941.0624	25412.99495	21821.79499	20687.39975	18123.85989	17332.97479	15694.53999	10211.59628	11591.78627	11006.87051	11869.98727	13604.15683	13901.72173	15270.48612	14572.10853	14117.39214	15929.16376	16789.03717	16656.08988	12690.68932	14097.93159	18008.44826	16468.12886	16846.02198	18555.56649	21896.60527	26102.13345	30980.96692	32672.36717	37951.2806	27965.47504	35268.10117	47017.0273	47651.25909	44597.27968	41530.66898	30967.89051	26939.41751	NA	5.220751572	5.115746021	NA	NA	5.764938393	5.604845711	5.40065448	5.272840662	5.808804989	5.472222328	NA	NA	6.465494277	6.385166722	6.508705464	6.450273342	6.498207159	6.432271	NA
182	NA	CZECHOSLOVAKIA [FORMER]	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
183	NA	DOMINICA	DMA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	495.4348854	608.4207102	591.2084924	784.7146613	878.5209754	958.5187156	1069.286071	1210.679371	1338.690509	1534.735694	1745.863592	2003.940044	2152.860308	2345.010606	2547.034768	2701.976318	2814.471542	3018.778239	3139.180544	3323.416184	3473.795902	3676.778215	3830.175253	4820.107567	4924.922784	4836.384921	4994.667402	5325.046981	5244.033732	5513.16071	5939.053585	6446.663832	6866.224899	6912.435714	6986.046785	6745.849594	6933.415429	7195.39349	7313.849352	7906.721671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
184	NA	FRENCH GUIANA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
185	NA	FRENCH POLYNESIA	PYF	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1889.32329	2229.453077	2209.203022	2510.882289	2273.541058	2299.072349	2594.748601	2754.869881	3524.584843	4390.509508	5284.987291	5434.486177	5712.014542	7030.40784	8248.912226	8978.771876	8192.193355	7996.013641	8066.367292	8092.862528	8602.718996	12780.86751	13750.73884	14164.12542	13572.37772	16036.32668	16173.80608	17334.65411	17733.08887	16647.55161	18505.8033	18034.67151	15943.53269	16530.46203	16299.56415	14530.7772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
186	NA	GIBRALTAR	GIB	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
187	NA	GREENLAND	GRL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1498.276437	1876.503239	2196.711711	2860.280576	3432.706033	4257.949712	4844.676329	5713.954919	7235.549741	8480.694827	9483.173076	8544.058329	7813.690667	7988.170959	7198.702247	7760.828404	11271.32143	14554.38754	16398.01109	16813.68395	18326.80512	18315.1963	18768.93014	16797.45886	18123.96303	21665.7019	21422.35754	19145.49604	20496.66137	20170.43842	19004.10729	19275.47334	20652.87833	24801.65903	28497.52016	29088.82683	32035.08065	36232.68274	41022.99421	41277.46789	40532.5081	44212.44114	42398.63367	43967.15016	45317.11429	39569.10579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
188	NA	GRENADA	GRD	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	792.762369	991.5728714	1154.416611	1246.002409	1276.905952	1347.451339	1373.168261	1478.410958	1678.862575	1873.216486	2163.509313	2410.286538	2759.681938	2888.34766	3118.148432	3191.016733	3151.540463	3270.578088	3413.021979	3640.138938	3878.390386	4401.421321	4751.575978	5117.589923	5109.958715	5292.232379	5773.073577	5836.177063	6754.512393	6766.486756	7324.190513	7947.444327	7395.088125	7365.666659	7410.408438	7583.187002	7956.076548	8569.776998	9333.270231	9841.76405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
189	NA	GUADELOUPE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
190	NA	GUAM	GUM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21536.5039	22572.50466	24396.10624	26495.87758	26555.6452	27540.83913	29056.497	30025.56035	30700.43401	30862.11	32499.23425	33278.25409	34361.08022	35210.78883	35562.56753	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
191	NA	LIECHTENSTEIN	LIE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4236.930668	4827.792883	5640.464314	7354.102368	8441.047842	10514.99996	11389.02779	12418.01458	17503.33213	19773.67352	20671.99859	19511.08491	19690.37645	19579.08126	18607.87662	19410.75671	28315.83954	37869.33845	41351.0472	39426.9341	49447.46372	50987.77045	55300.46816	55921.13686	64156.70106	78761.7616	79937.21476	72190.79059	76641.0552	81116.43917	74624.55996	74005.01045	79035.53479	89469.75087	99848.61504	104994.0183	113983.1678	130267.2433	142973.8309	125945.0096	141165.0829	158283.0763	149295.646	173528.1505	179308.0756	168146.0153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
192	NA	MARTINIQUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
193	NA	MAYOTTE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
194	NA	MONACO	MCO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12479.72526	13813.3005	16733.62161	21422.84116	22707.45604	28254.27607	28810.87301	31432.86944	38353.80593	45838.16228	51528.54723	44366.29456	41385.35591	38887.76583	36381.6974	37553.35795	52174.84206	63043.17823	68434.22839	68576.58472	84286.69635	83732.70145	91654.11901	85421.72583	89404.07332	101993.1224	101328.7946	90882.92188	93093.25854	91383.94049	82534.87377	82552.56745	89061.05067	108978.4897	123382.0149	126655.5981	135535.0024	170156.6944	192989.1895	152111.598	144246.3688	162009.8778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
195	NA	MONTSERRAT	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
196	NA	NAURU	NRU	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2028.063733	3914.956935	4416.728353	4912.599558	7233.946609	10099.422	10036.18321	9872.638314	8052.888385	7821.298918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
197	NA	NEW CALEDONIA	NCL	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1763.475067	1756.219653	1865.665999	2165.901146	2529.89264	3203.711446	3446.952794	4031.016039	4220.1935	4865.650375	6163.380119	5957.541117	6158.946739	6152.782529	7561.192276	8443.107052	6817.832529	6208.782634	5540.234973	5249.0536	5534.631413	7634.3344	9271.735404	12665.66323	13092.26473	14800.02869	15133.16224	16261.29693	16640.80235	16037.02524	18721.05644	18257.21505	16341.58735	15387.86958	14611.8328	12579.59511	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
198	NA	NIUE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
199	NA	NORTHERN MARIANA ISLANDS	MNP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18672.83277	18376.79096	18427.42488	16644.70382	16048.50214	15761.26225	16350.05485	14279.55599	14681.02308	13628.08166	13980.41625	14508.84595	15513.69612	17020.57793	22572.37882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
200	Puerto Rico	PUERTO RICO	PRI	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	717.5148431	777.2150274	854.744805	931.751666	1006.434446	1110.832691	1207.811824	1335.274112	1480.693176	1661.866885	1852.354673	2044.319906	2246.476714	2432.414219	2614.500941	2738.243153	2946.461953	3208.771356	3567.752629	4024.50942	4502.838428	4920.722937	5115.008514	5217.722729	5730.117009	6008.054486	6455.184461	6980.490143	7595.444656	8033.089441	8652.507492	9064.018517	9659.3389	10212.27676	10876.41882	11579.185	12173.16369	12817.64496	14304.40499	15220.99134	16192.12697	18123.1987	18731.45939	19557.12025	20988.99233	21959.3227	22935.94116	23664.88235	24898.33884	25768.73605	26435.74019	27278.87489	27944.73389	28513.16574	28981.45733	29697.12779	30790.10479	NA	NA	NA	NA	4.654197099	4.794025624	4.687909621	4.681722977	4.874716617	NA	NA	NA	5.169701948	5.35127711	5.445759498	4.985230957	5.3520335	5.752848727	5.618988869	5.793103448
