,ISO 3166-1 numeric code,Location,pop1950,pop1955,pop1960,pop1965,pop1970,1975,pop1980,pop1985,pop1990,pop1995,pop2000,pop2005,pop2010,pop2015
27,646,Rwanda,2 186.185,2 525.527,2 933.428,3 232.934,3 754.541,4 359.092,5 140.716,6 120.107,7 235.798,5 928.078,8 025.703,8 991.735,10 246.842,11 629.553
28,690,Seychelles,36.325,38.909,41.54,46.772,52.365,59.59,66.294,69.836,70.624,76.703,81.151,88.744,91.405,93.742
29,706,Somalia,2 264.082,2 491.520,2 755.947,3 068.437,3 444.553,3 880.320,6 359.126,6 791.716,7 397.347,7 704.894,9 011.479,10 409.925,12 053.223,13 908.129
30,728,South Sudan,2 582.929,2 721.544,2 955.152,3 263.638,3 647.709,4 119.438,4 705.224,5 450.424,5 768.481,5 459.519,6 700.656,8 108.877,10 067.192,11 882.136
31,800,Uganda,5 158.190,5 898.835,6 788.214,8 014.401,9 446.064,10 827.147,12 549.540,14 646.624,17 438.907,20 550.291,24 039.274,28 543.940,33 915.133,40 144.870
32,834,United Republic of Tanzania,7 649.761,8 740.986,10 074.507,11 683.528,13 605.529,15 980.301,18 683.157,21 836.999,25 459.604,29 960.776,34 178.042,39 410.545,46 098.591,53 879.957
33,894,Zambia,2 310.442,2 634.464,3 044.846,3 563.407,4 173.928,4 964.831,5 889.230,6 955.212,8 027.253,9 137.077,10 531.221,12 052.156,13 850.033,16 100.587
34,716,Zimbabwe,2 746.852,3 202.015,3 747.369,4 410.212,5 175.618,6 115.370,7 164.172,8 658.857,10 183.113,11 320.346,12 222.251,12 940.032,14 086.317,15 777.451
35,911,Middle Africa,26 453.762,29 173.448,32 428.782,36 368.441,41 121.907,46 729.589,53 616.947,61 688.663,71 331.287,84 195.938,96 098.868,111 954.048,131 351.399,153 742.724
36,24,Angola,4 548.023,5 116.071,5 643.182,6 203.299,6 776.381,7 682.479,8 929.900,10 609.042,12 171.441,14 268.994,16 440.924,19 552.542,23 369.131,27 859.305
37,120,Cameroon,4 307.022,4 704.233,5 176.268,5 777.834,6 527.635,7 457.362,8 618.354,10 050.023,11 715.218,13 460.994,15 274.234,17 420.795,19 970.495,22 834.522
38,140,Central African Republic,1 326.652,1 399.487,1 503.508,1 648.833,1 828.709,2 017.372,2 279.821,2 634.232,2 939.780,3 352.767,3 754.986,4 127.910,4 448.525,4 546.100
39,148,Chad,2 502.317,2 735.208,3 001.593,3 309.573,3 643.549,4 087.948,4 512.042,5 091.535,5 956.859,7 000.722,8 342.559,10 067.009,11 887.202,14 009.413
40,178,Congo,827.252,920.218,1 037.220,1 184.316,1 364.812,1 590.039,1 839.935,2 127.770,2 440.457,2 799.255,3 225.727,3 718.243,4 386.693,4 995.648
41,180,Democratic Republic of the Congo,12 183.659,13 517.513,15 248.251,17 369.883,20 009.935,22 902.319,26 357.462,29 883.446,34 614.581,41 595.744,47 076.387,54 751.476,64 523.263,76 196.619
42,226,Equatorial Guinea,225.537,239.375,255.323,277.396,306.515,259.747,255.325,358.896,426.846,504.871,614.323,757.317,951.104,1 175.389
43,266,Gabon,473.298,482.56,499.184,532.511,590.118,649.716,729.159,830.085,952.212,1 086.137,1 231.122,1 403.126,1 640.210,1 930.175
44,678,Sao Tome and Principe,60.002,58.783,64.253,64.796,74.253,82.607,94.949,103.634,113.893,126.454,138.606,155.63,174.776,195.553
45,912,Northern Africa,49 048.943,55 615.100,63 651.888,72 831.672,83 148.812,94 217.203,107 702.682,123 896.531,141 238.024,158 115.309,172 558.870,187 832.255,204 310.190,225 135.657
46,12,Algeria,8 872.247,9 829.719,11 124.888,12 626.952,14 550.034,16 709.099,19 337.715,22 565.905,25 912.367,28 904.298,31 183.660,33 288.437,36 117.637,39 871.528
47,818,Egypt,20 713.331,23 523.384,26 996.533,30 875.964,35 046.273,39 187.702,44 099.142,50 204.985,57 412.215,63 714.386,69 905.988,76 778.149,84 107.606,93 778.172
48,434,Libya,1 124.515,1 245.358,1 448.417,1 733.306,2 133.526,2 645.139,3 219.466,3 873.781,4 436.661,4 948.798,5 355.751,5 792.688,6 169.140,6 234.955
49,504,Morocco,8 985.989,10 502.666,12 328.532,14 229.044,16 000.008,17 803.698,20 019.847,22 537.376,24 879.136,27 075.232,28 849.621,30 521.070,32 409.639,34 803.322
50,729,Sudan,5 733.789,6 549.298,7 544.491,8 770.097,10 281.700,12 144.135,14 507.468,17 210.187,20 147.590,24 102.986,27 250.535,30 911.914,34 385.963,38 647.803
51,788,Tunisia,3 605.306,3 943.528,4 176.266,4 545.339,5 060.397,5 652.476,6 368.167,7 321.876,8 232.797,9 113.975,9 699.197,10 102.482,10 639.931,11 273.661
52,732,Western Sahara,13.766,21.147,32.761,50.97,76.874,74.954,150.877,182.421,217.258,255.634,314.118,437.515,480.274,526.216
53,913,Southern Africa,15 533.181,17 479.115,19 784.716,22 547.245,25 794.211,29 610.743,33 687.791,38 244.841,42 818.440,48 034.769,52 286.079,55 764.050,59 016.093,63 419.639
54,72,Botswana,412.531,469.74,524.552,597.19,695.597,825.84,1 001.158,1 189.114,1 377.912,1 569.094,1 728.340,1 855.852,2 014.866,2 209.197
55,426,Lesotho,733.945,787.806,851.591,933.655,1 033.050,1 150.635,1 310.118,1 472.192,1 603.938,1 761.359,1 868.699,1 949.543,2 040.551,2 174.645
56,516,Namibia,485.274,537.514,602.544,682.551,780.384,904.839,1 012.672,1 148.302,1 414.692,1 655.359,1 899.257,2 032.196,2 173.170,2 425.561
57,710,South Africa,13 628.428,15 376.829,17 456.855,19 942.303,22 839.451,26 212.405,29 760.471,33 730.148,37 560.525,42 088.165,45 728.315,48 820.586,51 584.663,55 291.225
58,748,Swaziland,273.003,307.226,349.174,391.546,445.729,517.024,603.372,705.085,861.373,960.792,1 061.468,1 105.873,1 202.843,1 319.011
59,914,Western Africa,70 875.879,77 141.556,85 094.151,94 726.623,106 101.929,120 136.269,137 485.899,157 843.113,180 533.356,206 554.911,235 508.297,268 607.649,307 781.164,352 613.862
60,204,Benin,2 255.226,2 303.587,2 431.622,2 632.356,2 912.340,3 265.165,3 717.165,4 278.501,4 978.496,5 905.558,6 865.951,7 982.225,9 199.259,10 575.952
61,854,Burkina Faso,4 284.461,4 517.155,4 829.288,5 174.870,5 624.600,6 154.545,6 822.843,7 727.907,8 811.034,10 089.878,11 607.942,13 421.930,15 605.217,18 110.624
62,132,Cabo Verde,178.066,197.421,202.31,231.428,270.198,272.423,286.657,315.069,341.883,389.127,435.079,474.567,502.384,532.913
63,384,Côte d'Ivoire,2 630.131,3 029.303,3 558.988,4 321.791,5 242.395,6 608.609,8 293.675,10 222.558,12 267.754,14 540.820,16 686.561,18 336.303,20 401.331,23 108.472
64,270,Gambia,271.377,304.029,367.928,400.861,447.285,521.07,604.369,732.096,916.808,1 066.223,1 231.844,1 444.204,1 692.149,1 977.590
65,288,Ghana,4 980.875,5 680.410,6 652.287,7 710.549,8 596.983,9 831.407,10 802.028,12 716.228,14 628.260,16 760.467,18 938.762,21 542.009,24 512.104,27 582.821
66,324,Guinea,3 093.654,3 316.135,3 577.409,3 877.806,4 219.770,4 364.514,4 511.902,5 084.767,6 041.094,7 871.173,8 808.546,9 679.745,10 794.170,12 091.533
67,624,Guinea-Bissau,535.43,575.382,616.409,652.562,711.827,778.47,800.854,899.509,1 012.280,1 137.122,1 243.229,1 380.838,1 555.880,1 770.526
68,430,Liberia,930.025,1 010.067,1 120.313,1 252.972,1 416.529,1 625.013,1 888.314,2 192.555,2 097.232,2 073.482,2 884.522,3 261.230,3 948.125,4 499.621
69,466,Mali,4 708.429,4 975.398,5 263.733,5 568.484,5 949.045,6 482.278,7 090.126,7 831.889,8 465.188,9 604.450,10 967.690,12 798.763,15 075.085,17 467.905
70,478,Mauritania,660.491,746.804,858.168,992.367,1 148.908,1 328.686,1 534.085,1 769.942,2 030.140,2 327.075,2 709.359,3 130.720,3 609.543,4 182.341
71,562,Niger,2 559.703,2 955.541,3 388.764,3 913.934,4 510.479,5 184.811,5 988.904,6 915.927,8 012.861,9 477.333,11 352.973,13 618.449,16 425.578,19 896.965
72,566,Nigeria,37 859.744,41 085.563,45 137.812,50 127.214,55 981.400,63 373.572,73 460.724,83 613.300,95 269.988,108 011.465,122 352.009,138 939.478,158 578.261,181 181.744
73,654,Saint Helena,4.972,4.944,4.748,4.629,4.884,5.175,5.327,5.583,5.535,5.289,5.114,4.275,4.177,4.034
74,686,Senegal,2 486.635,2 808.225,3 206.749,3 682.876,4 257.505,4 936.209,5 592.646,6 484.738,7 555.617,8 746.606,9 884.052,11 251.266,12 916.229,14 976.994
75,694,Sierra Leone,2 041.203,2 157.753,2 297.110,2 473.294,2 692.259,2 993.876,3 365.441,3 799.550,4 312.246,4 274.819,4 564.297,5 658.379,6 458.720,7 237.025
76,768,Togo,1 395.457,1 473.839,1 580.513,1 708.630,2 115.522,2 410.446,2 720.839,3 252.994,3 786.940,4 274.024,4 970.367,5 683.268,6 502.952,7 416.802
77,935,Asia,1 404 061.590,1 546 143.227,1 700 462.752,1 891 228.735,2 137 828.395,2 394 338.004,2 642 488.969,2 915 953.444,3 221 341.719,3 489 306.253,3 730 370.625,3 964 342.662,4 194 425.212,4 419 897.601
78,906,Eastern Asia,677 556.256,744 027.825,803 015.053,879 913.075,996 425.101,1 107 219.338,1 191 787.808,1 279 116.411,1 388 798.183,1 463 528.718,1 512 377.595,1 555 011.573,1 595 828.675,1 635 150.365
79,156,China,554 419.275,610 834.396,657 686.143,722 562.183,824 788.457,920 945.083,993 877.310,1 070 863.389,1 172 445.200,1 239 940.004,1 283 198.970,1 321 623.490,1 359 755.102,1 397 028.553
80,344,"         China, Hong Kong SAR",1 973.998,2 490.103,3 065.187,3 489.213,3 873.112,4 236.002,4 915.467,5 337.622,5 781.459,6 140.101,6 663.654,6 827.761,7 025.221,7 245.701
81,446,"         China, Macao SAR",196.483,189.461,167.796,203.231,246.195,241.628,238.118,283.581,343.935,385.686,427.979,482.559,536.969,600.942
82,158,"         China, Taiwan Province of China",7 623.360,9 022.183,10 701.713,12 649.726,14 693.153,16 232.672,17 717.372,19 130.093,20 311.698,21 228.512,21 840.235,22 602.886,23 102.406,23 485.755
83,408,Dem. People's Republic of Korea,10 549.472,10 086.991,11 424.176,12 547.525,14 410.400,16 274.740,17 472.140,18 877.238,20 293.054,21 862.299,22 929.075,23 904.167,24 591.599,25 243.917
84,392,Japan,82 802.084,89 018.257,93 673.615,98 447.002,104 925.645,112 423.055,117 827.355,121 894.038,124 515.561,126 375.466,127 533.934,128 335.767,128 551.873,127 974.958
85,496,Mongolia,780.199,855.103,955.505,1 107.124,1 278.825,1 479.651,1 689.622,1 921.881,2 184.145,2 298.039,2 397.436,2 526.446,2 712.650,2 976.877
86,410,Republic of Korea,19 211.385,21 531.331,25 340.918,28 907.071,32 209.314,35 386.507,38 050.424,40 808.569,42 923.131,45 298.611,47 386.312,48 708.497,49 552.855,50 593.662
87,921,South-Central Asia,510 788.123,558 080.970,618 148.451,690 659.688,774 570.069,869 513.942,979 983.522,1 105 444.993,1 239 658.954,1 373 543.322,1 508 317.036,1 641 830.209,1 768 530.742,1 892 013.476
88,5500,Central Asia,17 449.546,20 352.402,24 405.882,29 002.753,33 315.140,37 230.082,41 238.835,45 672.650,50 343.305,53 436.859,55 559.337,58 737.838,63 156.447,68 705.005
89,398,Kazakhstan,6 702.991,7 991.998,9 996.000,11 909.003,13 109.996,14 130.071,14 905.889,15 789.437,16 540.258,16 034.956,15 057.363,15 541.457,16 398.976,17 749.648
90,417,Kyrgyzstan,1 740.004,1 904.060,2 170.093,2 569.458,2 969.864,3 291.077,3 610.981,3 993.106,4 372.890,4 566.087,4 920.718,5 075.380,5 422.337,5 865.401
91,762,Tajikistan,1 531.501,1 794.414,2 087.038,2 487.953,2 930.079,3 390.935,3 905.413,4 537.789,5 283.728,5 764.712,6 216.205,6 854.176,7 641.630,8 548.651
92,795,Turkmenistan,1 210.994,1 364.634,1 603.258,1 892.599,2 195.173,2 525.361,2 876.808,3 244.018,3 683.966,4 207.840,4 516.131,4 754.641,5 087.210,5 565.284
93,860,Uzbekistan,6 264.056,7 297.296,8 549.493,10 143.740,12 110.028,13 892.638,15 939.744,18 108.300,20 462.463,22 863.264,24 848.920,26 512.184,28 606.294,30 976.021
94,5501,Southern Asia,493 338.577,537 728.568,593 742.569,661 656.935,741 254.929,832 283.860,938 744.687,1 059 772.343,1 189 315.649,1 320 106.463,1 452 757.699,1 583 092.371,1 705 374.295,1 823 308.471
95,4,Afghanistan,7 752.118,8 270.581,8 996.351,9 938.414,11 126.123,12 590.286,13 248.370,11 783.050,12 249.114,17 099.541,20 093.756,25 070.798,28 803.167,33 736.494
96,50,Bangladesh,37 894.681,42 121.524,48 199.747,55 834.038,65 047.770,71 305.923,81 470.860,93 199.865,106 188.642,118 706.871,131 581.243,143 431.101,152 149.102,161 200.886
97,64,Bhutan,176.797,197.457,223.288,254.464,298.301,349.982,409.172,467.178,537.28,514.877,573.416,656.639,727.641,787.386
98,356,India,376 325.200,409 269.055,449 480.608,497 702.365,553 578.513,621 301.720,696 783.517,781 666.671,870 133.480,960 482.795,1 053 050.912,1 144 118.674,1 230 980.691,1 309 053.980
99,364,Iran (Islamic Republic of),17 119.268,19 293.999,21 906.903,24 955.115,28 514.010,32 730.554,38 668.220,47 342.702,56 226.185,60 575.644,66 131.854,70 421.811,74 567.511,79 360.487
100,462,Maldives,73.714,79.714,89.887,102.766,115.768,136.519,158.385,189.637,223.215,254.082,280.384,318.836,364.511,418.403
101,524,Nepal,8 483.325,9 293.493,10 063.011,10 913.724,11 997.929,13 325.814,14 902.163,16 723.956,18 749.406,21 396.384,23 740.911,25 640.287,27 023.137,28 656.282
102,586,Pakistan,37 542.376,40 424.296,44 908.293,50 845.221,58 090.759,66 787.901,78 068.144,92 219.488,107 678.614,122 829.148,138 523.285,153 909.667,170 560.182,189 380.513
103,144,Sri Lanka,7 971.098,8 778.449,9 874.481,11 110.828,12 485.756,13 755.161,15 035.856,16 179.796,17 329.713,18 247.121,18 781.938,19 524.558,20 198.353,20 714.040
104,920,South-Eastern Asia,164 524.620,186 039.450,213 334.620,245 201.585,280 607.392,318 628.494,356 956.470,400 245.792,444 096.651,485 370.619,524 657.117,561 770.198,597 327.771,634 609.846
105,96,Brunei Darussalam,48.001,63.42,81.745,102.425,129.583,161.671,193.949,224.512,258.785,297.192,333.241,365.158,388.662,417.542
106,116,Cambodia,4 432.714,5 045.288,5 722.370,6 467.197,6 994.848,7 522.593,6 692.107,7 712.978,8 973.342,10 653.558,12 152.354,13 270.201,14 308.740,15 517.635
107,360,Indonesia,69 543.316,77 327.794,87 792.515,100 308.894,114 834.780,130 724.115,147 490.365,165 012.196,181 436.821,196 957.849,211 540.429,226 712.730,242 524.123,258 162.113
108,418,Lao People's Democratic Republic,1 682.915,1 890.852,2 120.896,2 382.594,2 688.428,3 051.577,3 258.144,3 687.898,4 258.472,4 851.923,5 329.304,5 754.026,6 246.274,6 663.967
109,458,Malaysia,6 109.915,7 039.719,8 157.106,9 526.563,10 803.978,12 162.369,13 798.125,15 598.942,18 038.321,20 495.597,23 185.608,25 659.393,28 112.289,30 723.155
110,104,Myanmar,17 151.510,18 867.968,20 986.123,23 391.145,26 381.431,29 721.967,33 369.712,37 222.296,40 626.250,43 237.792,46 095.462,48 482.614,50 155.896,52 403.669
111,608,Philippines,18 580.490,22 179.101,26 273.025,30 913.933,35 804.729,41 295.124,47 396.968,54 323.648,61 947.348,69 835.715,77 991.569,86 274.237,93 726.624,101 716.359
112,702,Singapore,1 022.096,1 305.091,1 633.086,1 877.808,2 072.290,2 259.748,2 411.700,2 705.535,3 012.953,3 478.779,3 913.960,4 491.042,5 074.252,5 535.262
113,764,Thailand,20 710.360,23 711.046,27 397.175,31 822.796,36 884.913,42 334.954,47 385.323,52 041.469,56 582.821,59 491.790,62 958.021,65 425.470,67 208.808,68 657.600
114,626,Timor-Leste,433.397,461.385,499.95,548.218,605.125,664.984,587.563,666.945,751.933,871.447,871.607,1 026.484,1 109.591,1 240.977
115,704,Viet Nam,24 809.906,28 147.786,32 670.629,37 860.012,43 407.287,48 729.392,54 372.514,61 049.373,68 209.605,75 198.977,80 285.562,84 308.843,88 472.512,93 571.567
116,922,Western Asia,51 192.591,57 994.982,65 964.628,75 454.387,86 225.833,98 976.230,113 761.169,131 146.248,148 787.931,166 863.594,185 018.877,205 730.682,232 738.024,258 123.914
117,51,Armenia,1 353.510,1 563.505,1 874.120,2 211.316,2 525.065,2 832.757,3 099.751,3 335.935,3 538.165,3 217.342,3 069.588,2 981.259,2 877.311,2 916.950
118,31,Azerbaijan,2 927.921,3 329.387,3 895.396,4 592.610,5 180.025,5 674.137,6 150.738,6 666.455,7 242.770,7 775.426,8 122.741,8 538.606,9 032.457,9 617.484
119,48,Bahrain,115.611,133.585,162.427,187.431,212.605,266.543,359.888,419.43,495.931,563.699,664.614,889.168,1 240.862,1 371.855
120,196,Cyprus,494.015,529.972,572.93,580.966,613.621,649.755,685.406,703.687,766.614,855.384,943.286,1 027.658,1 112.607,1 160.985
121,268,Georgia,3 527.008,3 713.121,4 007.713,4 371.521,4 713.322,4 873.619,5 017.818,5 211.441,5 410.372,5 020.061,4 722.059,4 486.547,4 231.661,3 951.524
122,368,Iraq,5 719.192,6 502.657,7 289.761,8 375.793,9 917.983,11 684.589,13 653.356,15 576.395,17 469.005,20 208.387,23 565.413,27 008.426,30 762.701,36 115.649
123,376,Israel,1 257.971,1 718.958,2 089.889,2 522.530,2 849.622,3 336.760,3 744.667,4 082.787,4 500.475,5 333.719,6 013.741,6 602.970,7 425.959,8 064.547
124,400,Jordan,481.321,682.952,932.257,1 172.550,1 718.913,2 062.918,2 374.422,2 895.985,3 560.582,4 572.904,5 103.130,5 714.111,7 182.390,9 159.302
125,414,Kuwait,153.096,181.888,269.618,473.554,746.767,1 024.940,1 372.318,1 738.994,2 099.615,1 610.651,2 050.741,2 276.623,2 998.083,3 935.794
126,422,Lebanon,1 334.621,1 532.109,1 804.926,2 092.348,2 297.389,2 575.690,2 605.293,2 676.583,2 703.016,3 033.394,3 235.366,3 986.852,4 337.141,5 851.479
127,512,Oman,456.419,495.816,551.74,625.009,723.852,882.044,1 154.379,1 498.417,1 812.160,2 204.283,2 267.991,2 511.269,3 041.460,4 199.810
128,634,Qatar,25.003,35.866,47.384,73.633,109.514,164.413,223.775,371.081,476.445,513.455,592.267,864.863,1 779.676,2 481.539
129,682,Saudi Arabia,3 121.335,3 558.155,4 086.539,4 843.635,5 836.389,7 428.703,9 740.599,13 189.115,16 326.815,18 735.841,20 764.312,23 905.654,27 425.676,31 557.144
130,275,State of Palestine,931.928,987.76,1 069.316,1 191.384,1 124.649,1 321.421,1 509.183,1 758.477,2 100.883,2 617.702,3 223.009,3 576.170,4 066.829,4 662.884
131,760,Syrian Arab Republic,3 413.331,3 911.501,4 573.512,5 373.137,6 350.541,7 535.714,8 930.774,10 648.632,12 446.171,14 345.492,16 410.848,18 294.611,21 018.834,18 734.987
132,792,Turkey,21 408.401,24 270.585,27 472.331,30 972.965,34 876.267,39 277.211,43 975.921,49 133.883,53 921.699,58 486.381,63 240.121,67 903.406,72 326.914,78 271.472
133,784,United Arab Emirates,69.588,79.578,92.634,150.362,235.499,554.324,1 042.384,1 391.052,1 860.174,2 448.820,3 154.925,4 579.562,8 270.684,9 154.302
134,887,Yemen,4 402.320,4 767.587,5 172.135,5 643.643,6 193.810,6 830.692,8 120.497,9 847.899,12 057.039,15 320.653,17 874.725,20 582.927,23 606.779,26 916.207
135,908,Europe,549 375.019,577 110.360,605 925.437,635 332.234,657 350.134,677 604.816,694 207.337,708 226.818,721 698.587,728 084.593,727 200.939,730 289.682,737 163.580,740 813.959
136,923,Eastern Europe,220 170.532,237 125.910,253 552.980,266 974.449,276 197.291,285 419.766,294 797.870,303 345.655,309 901.947,309 556.593,303 957.552,297 510.641,294 540.681,293 243.708
137,112,Belarus,7 745.002,7 803.537,8 184.631,8 568.454,8 977.639,9 316.955,9 633.888,9 966.154,10 216.846,10 142.308,9 933.609,9 621.543,9 473.071,9 485.772
138,100,Bulgaria,7 250.999,7 561.405,7 885.525,8 222.470,8 507.476,8 738.361,8 878.775,8 975.291,8 841.371,8 379.180,7 997.787,7 683.763,7 404.590,7 177.396
139,203,Czechia,8 902.619,9 361.762,9 590.187,9 811.407,9 817.817,10 070.144,10 349.271,10 331.370,10 341.169,10 358.456,10 289.594,10 258.176,10 536.286,10 603.762
140,348,Hungary,9 337.723,9 828.441,10 001.017,10 169.931,10 366.340,10 527.270,10 754.766,10 566.817,10 377.651,10 349.838,10 221.051,10 086.465,9 927.840,9 783.925
141,616,Poland,24 824.018,27 269.749,29 611.556,31 357.726,32 635.557,33 966.572,35 535.108,37 128.717,37 954.553,38 452.632,38 550.495,38 362.666,38 323.402,38 265.226
142,498,Republic of Moldova,2 340.997,2 627.009,3 003.559,3 335.631,3 594.518,3 838.910,4 009.838,4 214.916,4 364.116,4 339.082,4 201.089,4 157.699,4 084.481,4 065.980
143,642,Romania,16 236.296,17 483.935,18 613.939,19 379.568,20 548.911,21 665.643,22 611.971,23 103.646,23 489.373,22 965.111,22 128.128,21 431.018,20 440.347,19 876.621
144,643,Russian Federation,102 798.657,111 355.221,119 860.288,126 483.875,130 123.431,133 784.384,138 058.710,142 971.168,147 564.066,148 288.839,146 396.514,143 618.185,143 153.869,143 888.004
145,703,Slovakia,3 436.573,3 815.402,4 140.129,4 383.452,4 538.841,4 752.540,4 996.731,5 166.798,5 288.454,5 375.470,5 399.211,5 398.963,5 404.294,5 439.318
146,804,Ukraine,37 297.648,40 019.449,42 662.149,45 261.935,47 086.761,48 758.987,49 968.812,50 920.778,51 464.348,50 905.677,48 840.074,46 892.163,45 792.501,44 657.704
